FileName,R,G,B,Count,Brightness,Whiteness
Stage_3_ROP_1.png,167.32681,131.10645,101.31279,53821,138.53985845947267,215.99990555508145
Stage_3_ROP_1.png,168.0078,169.56052,139.87466,48227,165.71206620788575,167.69433987003057
Stage_3_ROP_1.png,105.48201,93.05241,77.01583,37458,94.9406881942749,283.30375374454434
Stage_3_ROP_1.png,133.9891,139.75012,117.66839,35970,135.51026039123536,216.30104616239905
Stage_3_ROP_10.png,208.01433,174.79665,142.7796,69963,181.07878997802732,145.71770332664562
Stage_3_ROP_10.png,189.87537,156.15915,130.38994,49844,163.30260803222654,171.86738836169738
Stage_3_ROP_10.png,161.9382,135.189,120.10169,36816,141.46705555725097,203.00918339995323
Stage_3_ROP_10.png,126.233025,106.20449,95.42027,20118,110.96362147521972,253.35099541589113
Stage_3_ROP_100.png,159.26338,140.42715,125.62995,62182,144.3723053894043,197.55770398928223
Stage_3_ROP_100.png,200.17708,177.21786,156.23311,56010,181.69040751647947,137.15142044006342
Stage_3_ROP_100.png,219.38776,209.7565,187.32321,54356,210.07885092163085,88.85580367531738
Stage_3_ROP_100.png,116.09916,103.84807,95.664986,33330,106.57827303314208,259.8614954836442
Stage_3_ROP_101.png,151.74153,150.5452,155.6197,55510,151.48139463806152,177.34023882122293
Stage_3_ROP_101.png,127.93275,117.18991,121.41501,53873,120.88367998504638,230.17961989836564
Stage_3_ROP_101.png,175.42494,181.57666,189.53163,41209,180.64416316223142,126.52779917823484
Stage_3_ROP_101.png,85.38282,80.072075,87.03205,36380,82.45342500305175,295.9442490617656
Stage_3_ROP_102.png,129.74657,126.44572,133.02933,82304,128.18320258331298,217.0056939938883
Stage_3_ROP_102.png,99.26787,95.55246,106.785675,59534,97.94395335388182,267.66303657263103
Stage_3_ROP_102.png,168.86368,147.11987,140.41998,38459,152.8574832458496,179.40503916869255
Stage_3_ROP_102.png,229.68388,188.56989,152.49686,6368,196.75064552307126,124.74277646384209
Stage_3_ROP_103.png,109.71282,113.04066,123.98548,56675,113.2933443145752,241.71392859213765
Stage_3_ROP_103.png,90.78247,70.050865,68.71534,48798,76.09736531829834,309.63777883076403
Stage_3_ROP_103.png,167.25015,109.9989,98.41896,41054,125.79691223144532,230.74439588892864
Stage_3_ROP_103.png,154.3945,143.73222,149.73271,40664,147.6043000640869,183.25715957203386
Stage_3_ROP_104.png,116.65991,88.97644,60.930206,66939,94.0565277709961,290.45634280765563
Stage_3_ROP_104.png,77.99116,67.180374,49.078335,58469,68.34916589355468,330.1697659740781
Stage_3_ROP_104.png,157.4484,105.063156,67.098854,52045,116.39841204833984,259.43055617240583
Stage_3_ROP_104.png,213.58405,128.65184,75.26399,28398,147.9603549041748,223.5714007591567
Stage_3_ROP_105.png,117.862274,101.49253,25.621784,58895,97.73781896972656,308.19744453508787
Stage_3_ROP_105.png,78.83091,69.03316,16.935928,47135,66.02360120391846,349.70518604349564
Stage_3_ROP_105.png,160.51762,173.06685,53.275818,45519,155.6584530029297,237.3449100397455
Stage_3_ROP_105.png,136.7324,135.6996,40.09547,36073,125.10953853607175,272.7705370139677
Stage_3_ROP_106.png,183.5931,206.73582,67.34424,50186,183.9255072631836,206.5019655536017
Stage_3_ROP_106.png,135.60341,117.96998,34.279266,48101,113.70163288116454,285.92029498598015
Stage_3_ROP_106.png,161.65125,157.68956,49.80449,46371,146.5752057342529,245.53718549816975
Stage_3_ROP_106.png,80.96975,70.435425,22.025026,41518,68.06640244674682,344.42408290336374
Stage_3_ROP_107.png,194.46474,147.43594,136.43538,83291,160.24348844909667,171.14938985737572
Stage_3_ROP_107.png,159.43861,130.27281,125.44787,38804,138.44334312438963,203.64823786290455
Stage_3_ROP_107.png,217.61102,182.58011,154.33253,28974,189.8341286010742,129.52418623918595
Stage_3_ROP_107.png,129.44867,111.592255,107.75678,26980,116.49407884216308,240.85157904199085
Stage_3_ROP_108.png,217.32243,189.39151,129.53813,75917,190.9195709991455,146.50854368309592
Stage_3_ROP_108.png,205.55035,172.05962,119.057526,46312,176.03110841369627,166.74750705485073
Stage_3_ROP_108.png,182.94844,147.1397,105.40527,31421,153.0887854003906,197.99963383428465
Stage_3_ROP_108.png,144.75598,134.12645,99.73745,25805,133.38433361816405,225.54515813790564
Stage_3_ROP_109.png,147.44319,153.24994,150.66476,59191,151.2190115814209,181.12808549775622
Stage_3_ROP_109.png,136.01219,135.76447,136.74606,56454,135.95043769836425,205.8135194669688
Stage_3_ROP_109.png,114.789986,118.34635,124.923645,48274,118.03280964660644,235.05940921762962
Stage_3_ROP_109.png,90.802765,88.88744,100.00489,16143,90.72751357269287,280.31695884606
Stage_3_ROP_11.png,135.23462,102.5495,84.6331,78323,110.27988101196289,258.0887082837559
Stage_3_ROP_11.png,159.24023,135.81857,121.417404,64881,141.17991650390624,203.02328724108054
Stage_3_ROP_11.png,86.28385,67.27755,54.473473,36678,71.50076921081543,322.35965201348984
Stage_3_ROP_11.png,210.22044,124.96922,95.43642,21642,147.09259808349609,210.65077441271097
Stage_3_ROP_110.png,126.54196,113.27503,109.62546,54149,116.8257925338745,240.2523500078967
Stage_3_ROP_110.png,142.98419,147.65707,150.77434,49145,146.61525030517575,186.90380868456643
Stage_3_ROP_110.png,173.42645,173.91393,175.95992,40715,174.0014137420654,139.55833967182136
Stage_3_ROP_110.png,165.5109,125.15127,114.659195,37781,136.02270008087157,211.10313763096434
Stage_3_ROP_111.png,159.05388,125.08257,88.62116,55623,131.08339258575438,231.87521132564615
Stage_3_ROP_111.png,172.7192,147.61322,107.73752,50370,150.57407591247556,199.9707235272471
Stage_3_ROP_111.png,113.541336,101.694305,74.9649,37374,102.18941503906248,275.5464168713269
Stage_3_ROP_111.png,135.04544,116.98642,87.4246,35410,119.01601936340332,248.02894947853275
Stage_3_ROP_112.png,125.81621,115.02553,105.837616,71413,117.20451928710936,241.93123357685042
Stage_3_ROP_112.png,169.07031,152.0871,132.62708,44573,154.94663604736328,181.5216501919715
Stage_3_ROP_112.png,86.79627,81.845634,77.150154,40112,82.7905904083252,299.84245197568924
Stage_3_ROP_112.png,240.86867,195.74231,137.18631,30494,202.55970664978025,132.63194949002383
Stage_3_ROP_113.png,125.72377,99.24141,85.87947,55670,105.63637420654295,263.77042209290636
Stage_3_ROP_113.png,171.06944,192.13437,191.00957,47144,185.70772859191894,122.84625145546869
Stage_3_ROP_113.png,77.150276,63.424362,61.57717,44304,67.31783071136475,325.18324052587536
Stage_3_ROP_113.png,146.23375,149.4639,143.89113,39845,147.8627876739502,187.9179275017265
Stage_3_ROP_114.png,180.19675,162.893,144.37895,54114,165.95622198486328,162.2228140544417
Stage_3_ROP_114.png,163.27893,144.17018,126.85321,54087,147.9095626678467,192.65929240772766
Stage_3_ROP_114.png,133.19032,129.25996,115.85947,49868,128.90748458862305,223.62522698709827
Stage_3_ROP_114.png,107.49774,106.34877,92.51657,19279,105.1154419403076,265.0565393029282
Stage_3_ROP_115.png,151.12587,139.94545,122.147995,54792,141.25948553466796,204.149552249904
Stage_3_ROP_115.png,133.02383,125.39873,115.02723,44439,126.49628356933594,226.42228557794402
Stage_3_ROP_115.png,167.24057,157.02039,131.14586,44086,157.12652478027343,180.66978345363313
Stage_3_ROP_115.png,112.28187,112.97846,105.60266,33991,111.92933921813963,250.71527129637428
Stage_3_ROP_116.png,148.22133,141.01567,141.92911,55482,143.27429431152345,192.81892707617905
Stage_3_ROP_116.png,132.79515,132.23041,133.90224,48647,132.58985441589357,211.3553079222588
Stage_3_ROP_116.png,115.23189,124.762634,123.27305,39411,121.74312829589842,232.05362826524987
Stage_3_ROP_116.png,159.23233,153.3352,155.733,36637,155.371794342041,171.35085068863546
Stage_3_ROP_117.png,175.75706,151.45973,137.24652,69991,157.1043284912109,175.6869707165423
Stage_3_ROP_117.png,141.04558,140.92929,131.41342,51705,139.87925157165526,203.15358561830672
Stage_3_ROP_117.png,167.23972,127.289116,109.69333,34457,137.2284254837036,212.4287318533454
Stage_3_ROP_117.png,132.7637,112.944244,102.01612,27228,117.62445625305175,241.92068414546932
Stage_3_ROP_118.png,159.99385,146.26276,121.3606,64682,147.52950811767576,196.74715983223155
Stage_3_ROP_118.png,138.55432,130.53159,105.79855,50773,130.11081796264648,226.52384840908186
Stage_3_ROP_118.png,112.56193,108.24583,89.868385,38263,107.4413126220703,262.85707515035847
Stage_3_ROP_118.png,191.21878,150.01076,108.33677,22612,157.58112167358397,191.31358631189548
Stage_3_ROP_119.png,124.37015,109.77596,83.46111,54705,111.13973122406007,259.9610914042195
Stage_3_ROP_119.png,144.2414,142.07588,117.80484,50947,139.95647129821776,209.38442428322114
Stage_3_ROP_119.png,100.73746,86.267975,61.53539,42059,87.77483530426025,299.4928782591749
Stage_3_ROP_119.png,63.673252,61.364723,38.78107,31339,59.48043696212768,347.6365490892876
Stage_3_ROP_12.png,159.9769,143.09605,123.01268,92287,145.85392182922362,197.41462867949718
Stage_3_ROP_12.png,142.28824,117.33964,100.446396,43929,122.87343981170652,235.67166366810395
Stage_3_ROP_12.png,181.48135,169.77458,147.61516,32961,170.74873237609862,155.56306601410478
Stage_3_ROP_12.png,111.40843,98.66011,82.463905,32323,100.62549122619627,273.54963611433294
Stage_3_ROP_120.png,120.45459,92.57436,90.22929,60120,100.64321248626709,267.6451808775985
Stage_3_ROP_120.png,84.20409,82.82633,90.9697,43975,84.16662496185302,292.7814102173119
Stage_3_ROP_120.png,84.257164,62.264126,62.153786,43066,68.82746546554564,321.6984544677111
Stage_3_ROP_120.png,150.15138,112.89154,106.85568,39489,123.34414543151856,230.5098386225011
