FileName,Y,Cb,Cr,Count
Normal_113.png,218.37761,130.62645,123.1571,9383
Normal_113.png,168.40485,164.0219,100.29205,8954
Normal_113.png,178.08272,132.23918,128.21579,7011
Normal_113.png,174.78587,149.53592,113.52889,6837
Normal_113.png,147.47537,132.95705,127.5531,5867
Normal_113.png,225.83035,147.35143,92.5684,3867
Normal_113.png,109.13793,114.21416,151.87659,551
Normal_114.png,0.15200631,128.0046,128.00175,22828
Normal_114.png,135.50568,129.78378,132.88313,21229
Normal_114.png,127.057205,131.53429,130.50897,18213
Normal_114.png,149.41203,155.263,114.09795,12608
Normal_114.png,121.47331,121.59739,134.91504,12347
Normal_114.png,135.05998,139.8101,128.07317,11454
Normal_114.png,117.82451,133.70688,128.30771,11043
Normal_114.png,144.25584,149.31143,123.25989,10166
Normal_114.png,132.57494,149.39449,120.45616,10036
Normal_114.png,157.91608,154.58803,110.426414,9343
Normal_114.png,122.793106,143.24525,123.57641,9174
Normal_114.png,139.21448,155.67514,113.13362,9115
Normal_114.png,96.570114,142.01993,124.76752,7381
Normal_114.png,85.33606,138.30948,126.55655,7338
Normal_114.png,108.70785,146.3562,121.28291,7027
Normal_114.png,169.68964,152.88953,106.49986,7024
Normal_114.png,73.08357,132.72874,128.13167,5552
Normal_114.png,122.09427,153.46652,115.63364,4763
Normal_114.png,182.26768,149.77817,105.634285,4580
Normal_114.png,48.42801,130.31755,127.672585,507
Normal_115.png,0.19467613,127.97667,128.01721,22540
Normal_115.png,139.99814,131.03825,121.221176,19419
Normal_115.png,148.11603,132.17818,119.711876,19082
Normal_115.png,89.768776,120.58007,133.66426,13969
Normal_115.png,98.53045,120.70134,131.4666,11200
Normal_115.png,131.02335,127.92519,123.45511,10881
Normal_115.png,153.40564,140.44937,116.57264,10497
Normal_115.png,120.585304,125.14022,126.1237,9870
Normal_115.png,141.79909,140.03017,118.50951,9676
Normal_115.png,131.20091,138.0977,120.220116,9427
Normal_115.png,108.74137,122.75787,129.11307,9392
Normal_115.png,95.328476,129.82167,129.6517,9337
Normal_115.png,107.48225,133.15443,126.43118,8871
Normal_115.png,163.71992,140.92699,114.331154,8244
Normal_115.png,80.3793,125.26435,132.8164,8012
Normal_115.png,119.52148,136.25624,122.99683,7891
Normal_115.png,158.41559,131.66316,117.691284,7541
Normal_115.png,174.66565,139.47255,112.44796,5246
Normal_115.png,48.539597,124.85634,130.56789,884
Normal_115.png,202.49547,140.31306,110.96507,773
Normal_116.png,0.3159802,128.02422,127.999954,22628
Normal_116.png,125.91791,139.4267,123.37186,16321
Normal_116.png,116.31643,134.15009,126.21351,15672
Normal_116.png,137.49107,154.11072,118.69354,15291
