FileName,R,G,B,Count
Normal_1.jpg,156.92242,118.683914,95.39036,70225
Normal_1.jpg,67.94473,50.51304,43.9547,30598
Normal_1.jpg,105.57314,90.033066,78.65772,53988
Normal_1.jpg,244.65965,161.13899,81.72066,33275
Normal_1.jpg,0.13462421,0.10190661,0.17063653,74058
Normal_10.jpg,149.84561,113.17928,110.79466,33539
Normal_10.jpg,0.1913107,0.13408622,0.29218096,75265
Normal_10.jpg,214.05957,155.31277,139.24457,20449
Normal_10.jpg,69.63755,59.310894,68.036705,60345
Normal_10.jpg,105.019295,81.32256,85.011566,72546
Normal_100.jpg,128.78078,92.526115,90.64816,43850
Normal_100.jpg,154.87833,141.26595,151.81326,50929
Normal_100.jpg,0.18632318,0.17798595,0.22929408,74725
Normal_100.jpg,112.70088,114.613594,131.94258,44063
Normal_100.jpg,75.91568,56.83727,61.309242,48577
Normal_101.jpg,142.78474,144.11966,145.18333,34522
Normal_101.jpg,0.1621099,0.15344846,0.28851318,74468
Normal_101.jpg,223.59816,144.51883,111.13194,29081
Normal_101.jpg,56.831757,47.29776,50.539078,55300
Normal_101.jpg,113.37031,97.77335,96.861694,68773
Normal_102.jpg,153.56978,142.93944,133.86256,45035
Normal_102.jpg,101.33067,97.643776,97.67707,62982
Normal_102.jpg,127.99307,119.305695,114.26647,48650
Normal_102.jpg,0.10076443,0.10569884,0.19702587,74173
Normal_102.jpg,76.56076,68.44579,67.89755,31304
Normal_103.jpg,121.92655,108.96778,94.84617,45557
Normal_103.jpg,0.330803,0.2989039,0.27291697,83388
Normal_103.jpg,90.95585,82.90597,75.097084,38029
Normal_103.jpg,197.788,152.1251,122.3022,47327
Normal_103.jpg,165.48361,129.01482,108.71685,47843
Normal_104.jpg,140.48854,131.62366,137.01283,57151
Normal_104.jpg,0.077500194,0.08870906,0.10521456,77974
Normal_104.jpg,60.850227,70.41977,81.1561,37957
Normal_104.jpg,103.93386,104.07642,110.97126,57833
Normal_104.jpg,186.62766,155.49783,152.8944,31229
Normal_105.jpg,88.683754,63.182346,58.729637,43001
Normal_105.jpg,0.24556187,0.20011945,0.19372752,78693
Normal_105.jpg,130.99799,112.891846,102.76509,43834
Normal_105.jpg,179.9238,120.80373,89.090775,64082
Normal_105.jpg,148.17981,95.19128,74.515465,32534
Normal_106.jpg,133.24516,123.99219,117.32987,65479
Normal_106.jpg,182.59755,121.362236,92.79402,53948
Normal_106.jpg,0.28044575,0.25249118,0.2248916,78878
Normal_106.jpg,216.35654,175.57724,120.27534,34644
Normal_106.jpg,126.879906,87.85247,71.3504,29195
Normal_107.jpg,0.18448168,0.17717597,0.19734223,79390
Normal_107.jpg,163.73889,131.12296,127.492325,53361
Normal_107.jpg,135.18436,107.49631,109.92058,33191
Normal_107.jpg,96.80667,88.927734,97.46393,35717
Normal_107.jpg,187.5895,144.76059,137.5835,60485
Normal_108.jpg,94.80974,90.854324,99.49389,38462
Normal_108.jpg,168.68748,132.02805,128.24554,53193
Normal_108.jpg,135.14185,115.607925,118.06256,46963
Normal_108.jpg,190.95844,151.46857,141.05968,47224
Normal_108.jpg,0.1365495,0.15493695,0.24278525,76302
Normal_109.jpg,161.86272,115.76621,103.74657,30185
Normal_109.jpg,88.635445,64.96652,72.49233,44624
Normal_109.jpg,0.1738875,0.16757411,0.2900613,81731
Normal_109.jpg,121.029594,86.62163,89.00189,67680
Normal_109.jpg,48.769512,39.826286,53.97759,37924
Normal_110.jpg,0.1435764,0.13780126,0.14583462,81037
Normal_110.jpg,128.60175,124.17185,134.53261,69054
Normal_110.jpg,185.93611,148.00066,145.81487,58848
Normal_110.jpg,167.50278,120.975845,115.401634,33035
Normal_110.jpg,119.89777,90.68954,91.92122,20170
Normal_111.jpg,0.121783815,0.11834598,0.13890062,82901
Normal_111.jpg,131.203,123.40882,145.52808,62317
Normal_111.jpg,106.16731,98.10576,110.991394,36944
Normal_111.jpg,171.772,129.50543,137.87859,31245
Normal_111.jpg,140.02182,106.8942,111.74027,48737
Normal_112.jpg,0.37565443,0.2794478,0.22726725,74683
Normal_112.jpg,218.6723,125.03671,55.032715,51505
Normal_112.jpg,158.39413,114.98562,65.53437,58892
Normal_112.jpg,109.53031,96.56419,58.77751,52977
Normal_112.jpg,85.27401,64.94234,38.884624,24087
Normal_113.jpg,0.16344349,0.11594107,0.28677148,75133
Normal_113.jpg,69.78519,65.27233,65.869896,44857
Normal_113.jpg,225.64375,175.80835,146.85295,56000
Normal_113.jpg,151.26949,118.42155,105.17483,38117
Normal_113.jpg,212.98494,222.93648,222.93312,48037
Normal_114.jpg,105.12743,82.00459,84.51904,25048
Normal_114.jpg,0.11212096,0.10658146,0.10933922,83401
Normal_114.jpg,131.07228,124.56786,133.31891,71921
Normal_114.jpg,161.95041,119.66248,118.19331,44078
Normal_114.jpg,194.86047,146.4821,130.10757,37696
Normal_115.jpg,0.14296316,0.17367025,0.18842766,82196
Normal_115.jpg,85.690674,93.702324,98.5784,46191
Normal_115.jpg,149.19069,140.0129,127.62886,64563
Normal_115.jpg,118.86111,116.798836,112.717186,39022
Normal_115.jpg,177.1914,159.61212,140.2604,30172
Normal_116.jpg,99.54409,83.590485,87.77501,33237
Normal_116.jpg,169.75615,122.33847,118.73759,63487
Normal_116.jpg,0.12702462,0.10867368,0.11411277,83102
Normal_116.jpg,209.22095,157.92668,135.02979,17896
Normal_116.jpg,131.29631,106.47551,107.370186,64422
Normal_117.jpg,152.03876,96.50307,88.252464,48216
Normal_117.jpg,0.33323807,0.27145323,0.3161053,80489
Normal_117.jpg,141.74739,116.588135,122.28965,48066
Normal_117.jpg,184.42128,132.10353,123.0542,53598
Normal_117.jpg,98.046295,71.92988,73.64447,31775
Normal_118.jpg,124.36727,94.14848,57.61187,23013
Normal_118.jpg,191.87578,134.59898,77.00467,44323
Normal_118.jpg,152.21463,124.164406,83.10759,56195
Normal_118.jpg,0.09651256,0.09226247,0.06964252,84704
Normal_118.jpg,171.77864,148.74,107.35016,53909
Normal_119.jpg,125.49257,115.7802,71.45382,67771
Normal_119.jpg,101.64206,63.092976,23.983503,37763
Normal_119.jpg,0.105990015,0.089760855,0.04806787,83923
Normal_119.jpg,202.24684,140.49562,66.17065,24319
Normal_119.jpg,167.44351,102.26681,48.69978,48368
Normal_120.jpg,0.20711242,0.13971387,0.049378105,85625
Normal_120.jpg,195.48128,128.5385,70.46404,36197
Normal_120.jpg,96.196526,77.00543,39.678432,36829
Normal_120.jpg,126.68539,94.0576,51.076107,40364
Normal_120.jpg,159.9183,108.29381,58.41822,63129
Normal_121.jpg,249.49257,165.09723,103.88821,31227
Normal_121.jpg,187.93774,118.9642,96.6341,38779
Normal_121.jpg,86.033,71.28503,72.80331,58160
Normal_121.jpg,128.15396,111.303925,111.899185,59565
Normal_121.jpg,0.07247389,0.062247187,0.06986682,74413
Normal_122.jpg,92.71195,68.15209,67.31821,31894
Normal_122.jpg,0.2278023,0.19105443,0.46242753,75188
Normal_122.jpg,163.48909,101.69795,86.04879,40377
Normal_122.jpg,136.97809,124.14728,130.43529,45280
Normal_122.jpg,102.65866,102.55093,115.13315,69405
Normal_123.jpg,124.17194,114.85642,105.54843,49720
Normal_123.jpg,163.08104,150.90497,131.78893,35627
Normal_123.jpg,0.043251764,0.04966339,0.07643193,74864
Normal_123.jpg,51.77124,50.622654,54.42292,48820
Normal_123.jpg,92.42278,82.47794,79.17749,53113
Normal_124.jpg,0.17132972,0.13640481,0.19115345,72842
Normal_124.jpg,75.48219,56.317417,52.296764,34283
Normal_124.jpg,207.63036,142.86205,113.12086,39982
Normal_124.jpg,181.95515,184.2502,182.91081,71367
Normal_124.jpg,145.36098,117.97802,107.12091,43670
Normal_125.jpg,116.65524,100.35542,112.63472,34601
Normal_125.jpg,88.11663,63.925076,75.50595,17551
Normal_125.jpg,179.67493,131.7885,134.19173,64208
Normal_125.jpg,0.093205236,0.08208129,0.097527206,83064
Normal_125.jpg,147.94571,117.877815,123.68041,62720
Normal_126.jpg,0.061529618,0.06955347,0.111545,74777
Normal_126.jpg,145.49251,146.17287,142.4007,39543
Normal_126.jpg,93.69861,86.022385,87.59904,35562
Normal_126.jpg,128.61137,112.17891,104.48239,66861
Normal_126.jpg,169.91989,172.0507,164.95769,45401
Normal_127.jpg,165.69775,148.26793,131.77751,64709
Normal_127.jpg,126.3286,123.02369,114.72287,56692
Normal_127.jpg,0.066361554,0.066682726,0.07131291,74727
Normal_127.jpg,107.88369,91.985985,80.9641,22397
Normal_127.jpg,200.99069,149.7348,109.87088,43619
Normal_128.jpg,0.052065503,0.049585555,0.045676935,74195
Normal_128.jpg,188.19144,124.46139,79.37137,37348
Normal_128.jpg,114.16428,97.8671,79.03612,43802
Normal_128.jpg,151.21155,113.8025,84.05777,69341
Normal_128.jpg,87.47168,74.39007,60.155056,37458
Normal_129.jpg,212.27647,160.7317,140.51855,25174
Normal_129.jpg,0.12892348,0.12638763,0.15920526,74137
Normal_129.jpg,118.00919,108.73387,111.807915,47904
Normal_129.jpg,194.78113,190.0892,190.45328,41308
Normal_129.jpg,157.29004,150.2461,150.1026,73621
Normal_13.jpg,131.45078,125.85461,133.22174,55564
