FileName,R_0_Scaled,G_0_Scaled,B_0_Scaled,R_1_Scaled,G_1_Scaled,B_1_Scaled,R_2_Scaled,G_2_Scaled,B_2_Scaled,R_3_Scaled,G_3_Scaled,B_3_Scaled,R_4_Scaled,G_4_Scaled,B_4_Scaled,R_5_Scaled,G_5_Scaled,B_5_Scaled,R_6_Scaled,G_6_Scaled,B_6_Scaled,R_7_Scaled,G_7_Scaled,B_7_Scaled,R_8_Scaled,G_8_Scaled,B_8_Scaled,R_9_Scaled,G_9_Scaled,B_9_Scaled,R_10_Scaled,G_10_Scaled,B_10_Scaled,R_11_Scaled,G_11_Scaled,B_11_Scaled,R_12_Scaled,G_12_Scaled,B_12_Scaled,R_13_Scaled,G_13_Scaled,B_13_Scaled,R_14_Scaled,G_14_Scaled,B_14_Scaled,R_15_Scaled,G_15_Scaled,B_15_Scaled,R_16_Scaled,G_16_Scaled,B_16_Scaled,R_17_Scaled,G_17_Scaled,B_17_Scaled,R_18_Scaled,G_18_Scaled,B_18_Scaled
Normal_1.png,14.35835457404228,12.588021858007007,11.007707813415264,8.467063039191194,8.147473442690918,7.50902353119402,6.500156640709301,6.565797561460488,6.262101983405005,8.481381934470496,7.719984562188712,6.873591621573495,10.029080751186685,8.46213554412132,7.148084692950049,10.440161140281402,7.134169157492997,5.433494868202138,3.69869593090911,2.8636467903938256,2.555055316495596,13.020252143476018,7.892781608896022,4.259662147250025,2.4867032567227807,2.046106608125276,1.9342153198284155,7.186175688118259,5.380813239776962,4.316920758787853,5.109988380845058,3.163233887518671,2.3037383812702985,3.9313501543940594,2.7261453360194334,2.2238250666404435,10.286297980640942,7.629690269974326,3.517852072992468,9.679767807196127,5.161177040116091,2.8959967965598072,5.132946278776796,3.250408096146793,2.296179819889544,6.746413790962585,4.342546922888019,3.164009811778089,5.0762562216351546,2.8716412461661944,1.7731502580463403,6.132068548921219,3.2753322407496985,1.9131605336763604,6.439687511441617,5.640804928107841,2.401463973762684
Normal_10.png,11.170389114311229,8.878710071066859,9.79287965038742,6.732833724940777,5.6881990318009485,6.468410541851375,5.294347708668659,4.776056818899827,5.60907346164582,8.311063844882812,6.195335321725925,6.540162067569664,7.691835250659065,5.668578978968701,5.792452042971654,5.284261969498468,4.370456665151572,4.729603970653505,2.679707304079527,2.503152266770763,3.0564577877191765,5.823343620292288,4.775377101809023,5.0177851977198715,7.016534072307454,5.332099780596448,5.309860156892523,6.842583027587203,5.252316401952869,5.185639944761426,5.610645542145481,4.115070573668365,4.123054140353035,5.032303742908019,4.088247973498318,4.196661095039223,6.228382004416947,4.6605316906586385,4.5194032215371625,6.627377810670188,4.877967429240616,4.658611908217339,6.5070717320742,4.698797156256182,4.384574107921093,6.681508997470683,4.838620814408017,4.405524816718091,5.341201153753603,3.7627096560021815,3.332121326795254,3.7894302186549167,2.7226091825439687,2.3258008168678175,0.8466634737737091,0.7800991525450919,0.6061110195875021
Normal_100.png,9.364183153565437,9.855699058469408,11.41649970762633,13.212801955462028,12.564411878372978,13.64279563410671,8.5462511531712,8.687024771849444,9.869460160730934,9.239401839908366,9.17477957870062,10.37152431080685,6.466679203430916,6.867073706933753,8.138073023094751,6.06324844026531,4.0717832412562265,3.9564423285794197,6.696108120934445,4.508585251751419,4.301558320662742,7.162249625529421,5.093242149969367,4.932612558402813,3.4899495257878055,2.6373297372952242,2.8667429534109377,4.234144079273328,2.9844809700327644,3.025673185051011,6.347161638848193,4.298750578620708,3.9714393422657888,5.677248894808343,4.499506943981247,4.72545216446019,6.482831940545004,4.71350781406995,4.582610936309634,5.792861650888362,4.963197938680376,5.181945696491835,6.330689010681654,5.210457801550305,5.302714201379825,2.7895367518180127,2.6027967808529344,3.2635838017101304,1.6337178296262753,1.3031246213473269,1.5619988327428678,3.169302858234996,3.0491993986841055,3.608992561785781,5.548919787432407,4.510907868463812,4.534226705202312
Normal_101.png,3.639063973269913,3.181460178023229,3.631035388932339,4.931296562651301,3.9456463500981633,4.196086460232079,7.88752508041904,8.579560334338904,9.111932500912461,5.970242704505914,6.643378911962033,7.191143535883971,5.632897701712662,4.1863124334647495,4.117582603118865,8.253339503492894,8.863189025713876,9.230164180672828,6.178512573781743,4.432549691720802,4.113368932552286,7.312663539714716,7.786015447691711,7.940953655009497,6.388144964166573,5.162120358547083,5.052683148845722,3.2476417110235003,3.559230400366049,4.022122986916942,7.677477587428771,7.8339426799253005,7.748803727155193,7.42748944236059,4.718078336924657,3.9080514235473762,5.520832470830474,3.6195273026767336,3.1204925875085796,9.946396856235337,6.488638666900768,4.751927675535906,7.7659465334418725,4.688640070868781,3.7276072017578867,8.067086044383437,4.68488399222146,3.5560005994051704,5.142557212068975,3.9581545864125607,3.7589397382324305,4.5402574366996005,3.3976687065383366,3.0492038345756654,3.5294835006623995,2.827222805701425,1.984762053598506
Normal_102.png,10.019170735023458,10.72558635509644,11.374703178080152,9.188564423439045,9.581343569156463,9.934274653552773,10.334877996106258,10.18316495845612,10.046761429620094,9.069661553719799,9.074832255976254,9.056267687032564,7.909773811025884,8.033484753502773,8.125131565103143,10.136164002840516,9.696208264838239,9.311919813877038,4.030586194399821,3.748476315254742,3.7976264256837986,8.080619639828932,7.586917838388459,7.148084780578104,6.473317740566189,5.449402317680351,4.84187276179027,6.685633822621999,5.761561183920763,5.088795486558082,5.101216260518952,3.9678605661882824,3.420252691043331,2.4578604202474548,2.3236008037703333,2.41471008291754,6.419029419768716,5.606972017192038,4.863655512782323,3.291152717959084,2.7023572321989002,2.5297774510356716,3.61750927529602,2.8679904998297814,2.5640498990659277,4.182228900603211,3.5934762214751537,3.3161962696681813,2.8756289675202398,2.7704397090332664,2.8441228683894164,4.267636589252849,3.3330957349702652,2.8373723799695734,2.4709511221102805,2.2236880862155175,2.1565634241518348
Normal_103.png,20.346938581380126,15.287423346967095,12.335732149079863,8.446255168053357,8.639391597472065,7.767953738746552,9.379122928218527,9.196527588995261,8.095359718111267,15.15963769744241,11.74153743099657,9.316523205798918,9.137206917912076,8.496248898071316,7.33041079348489,12.416225046580463,8.714311184066965,7.233852867006485,8.987724006535252,8.094139805509084,6.89011496863862,10.805789371541435,8.668985897170481,7.147188689760132,8.927099147843311,6.928106376683472,5.768048900785014,4.324765371049053,4.226260898149651,3.971134145185566,7.6177049118468245,6.8621551692843115,5.87191330226104,6.81362710384226,4.9043935318677505,4.22069893494402,3.5650810594047773,2.9057366274066574,2.599055498620771,3.732463069185276,2.7571719337746123,2.4322835501866016,4.5038020870285305,3.174454320149058,2.788202844849292,5.570586435993129,3.6039178080045655,3.0792846438343133,6.017485297583411,4.845140142119369,3.803444412638552,1.3473867498866963,1.1831269584776443,0.9863028048992016,,,
Normal_104.png,11.5602729819076,11.09873937889817,11.750077445242399,7.688547491491199,8.29391301577996,8.950759752471216,8.618192091998198,8.644307175186325,9.194624598498542,3.5471359454133893,4.513079292805923,5.349927185282893,4.490601026115373,5.079339274458396,5.889573022402441,5.347088675286749,5.822794692516054,6.4773072152469044,8.480759470418683,7.465207836240168,7.763892689758497,7.086054372954224,7.185690034035208,7.553454535476412,6.788140703502858,5.990446683277151,6.32804642630319,6.808100421124627,6.27683581611217,6.551234557623724,6.016496336248309,6.343647663404281,6.6022117594628185,7.211213938910331,6.431617830540492,6.704111071593358,7.873119140054609,6.4791474513763365,6.2302230934584,6.359785499644448,4.912854536182086,4.873163090038595,4.739128500659534,4.9609708026772195,5.138073499112479,5.743313754132266,4.818088169644069,4.883607396768012,4.9334061726947525,3.926772649589352,3.985865229262679,5.659561176901656,4.847091336872561,4.548786509572741,1.4434728737766052,1.294325905787071,1.2187047501099222
Normal_105.png,6.705539249835337,4.961607585257118,4.792731954950492,9.275555825626398,8.839757758999287,8.212640828647482,14.150852487357723,9.054673041386105,6.510002196081847,11.803711770517502,7.588463394444474,5.693602190012465,11.634922900620003,7.931304721325575,5.860954227501102,11.871095550027489,8.368425153095385,6.321982481968766,5.940628602300378,4.161608821233582,3.7712033857894824,12.008960318329532,8.273987319456316,5.855646630050787,10.146019150177727,6.15211530725223,4.529391566771361,7.476356947999282,6.376002295804778,5.7228279694516875,8.057601986620144,6.086544440609878,5.009585809949431,4.850562670745582,3.1733829777528593,2.7219297334915544,5.778039939687223,4.823144183899537,4.382844392599165,5.419326470096729,3.4381496699671765,2.8740017804789098,6.1906007002378765,3.8706541917924544,3.0853196761182087,4.735032154657638,3.5250749735179006,3.045991054221622,2.4063436867273786,1.938854335280253,1.9862990050569105,2.5426353911893265,2.1368904561017694,2.140178158065201,0.06366590902459869,0.056203018366002756,0.05840214918702948
Normal_106.png,16.277813654462943,17.011035404075667,16.42349402722929,13.554944902962932,12.800078217387036,12.198405574858725,14.871985095127966,9.839825999279995,7.287576390810116,10.713018104040758,8.885857266898304,8.075714607924422,11.892081198263261,7.569114783889338,5.79760216579757,12.623267723583444,8.796451022189252,6.181774122357253,12.66705223179805,9.53189886064626,6.496269202103288,12.635082992603582,10.415355272401982,7.006796229790763,12.310316465974298,10.899286007134597,7.602557076724194,7.964828838609736,5.779335038073005,5.109533476752559,8.442972415944842,6.03662201208736,5.223648956646957,8.259349183994066,5.2862128891846485,4.090071797176707,3.8771950931643135,2.8898227551109463,2.3906682623873627,4.766483643608318,3.1661357625237274,2.52531991349028,4.011705284838436,2.785678337878821,2.230210615713569,4.687932518709228,3.010194556051317,2.265136463683372,2.517050905842951,2.1967467810856802,2.202005017372853,0.3557207758601881,0.28366570822333254,0.21066152968385224,,,
Normal_107.png,7.080882728896999,6.521520053764909,7.194559146755255,14.142460819204562,10.827991207415623,10.249745217873553,12.465852918658719,9.943382699227948,9.417301310956786,13.204071793529634,9.6191923154973,9.25759051907179,12.358312205399438,10.00876386872401,9.465263387571781,7.274840492790365,6.259153528813948,6.742578591020604,7.521989119435687,6.187150008469066,6.474196598440599,11.9109650001366,9.444610232380246,8.88663483179342,9.56003480644086,8.154956340707797,7.937799159540812,4.5689955650615515,4.591282799326846,5.100454001551752,7.766554060398101,6.337680601576886,5.996415547402182,8.175741012408547,5.754195140395259,5.617056031504926,6.799720034531933,5.9793840953671475,5.9675329159814,6.533327545227545,5.445751696545167,5.248400600484103,5.714259181341828,4.839153453291734,4.780547329621514,5.677454498002939,4.18722674317967,4.3814633192182235,6.530343478218108,4.599762957507144,4.572159205328409,5.819444589905967,4.181085029778329,4.262262445265246,0.08370169545238473,0.08398035089253028,0.09569498139537425
