FileName,R_0,R_1,R_2,R_3,R_4,R_5,R_6,R_7,R_8,R_9,R_10,R_11,R_12,R_13,R_14,R_15,R_16,R_17,R_18,G_0,G_1,G_2,G_3,G_4,G_5,G_6,G_7,G_8,G_9,G_10,G_11,G_12,G_13,G_14,G_15,G_16,G_17,G_18,B_0,B_1,B_2,B_3,B_4,B_5,B_6,B_7,B_8,B_9,B_10,B_11,B_12,B_13,B_14,B_15,B_16,B_17,B_18,Count_0,Count_1,Count_2,Count_3,Count_4,Count_5,Count_6,Count_7,Count_8,Count_9,Count_10,Count_11,Count_12,Count_13,Count_14,Count_15,Count_16,Count_17,Count_18,Total_Count,Count_0_Percent,Count_1_Percent,Count_2_Percent,Count_3_Percent,Count_4_Percent,Count_5_Percent,Count_6_Percent,Count_7_Percent,Count_8_Percent,Count_9_Percent,Count_10_Percent,Count_11_Percent,Count_12_Percent,Count_13_Percent,Count_14_Percent,Count_15_Percent,Count_16_Percent,Count_17_Percent,Count_18_Percent,R_0_Scaled,G_0_Scaled,B_0_Scaled,R_1_Scaled,G_1_Scaled,B_1_Scaled,R_2_Scaled,G_2_Scaled,B_2_Scaled,R_3_Scaled,G_3_Scaled,B_3_Scaled,R_4_Scaled,G_4_Scaled,B_4_Scaled,R_5_Scaled,G_5_Scaled,B_5_Scaled,R_6_Scaled,G_6_Scaled,B_6_Scaled,R_7_Scaled,G_7_Scaled,B_7_Scaled,R_8_Scaled,G_8_Scaled,B_8_Scaled,R_9_Scaled,G_9_Scaled,B_9_Scaled,R_10_Scaled,G_10_Scaled,B_10_Scaled,R_11_Scaled,G_11_Scaled,B_11_Scaled,R_12_Scaled,G_12_Scaled,B_12_Scaled,R_13_Scaled,G_13_Scaled,B_13_Scaled,R_14_Scaled,G_14_Scaled,B_14_Scaled,R_15_Scaled,G_15_Scaled,B_15_Scaled,R_16_Scaled,G_16_Scaled,B_16_Scaled,R_17_Scaled,G_17_Scaled,B_17_Scaled,R_18_Scaled,G_18_Scaled,B_18_Scaled
Normal_1.png,141.04866,101.00825,83.23926,121.75459,160.35704,169.50868,65.146706,250.71515,48.549294,141.13457,111.71842,86.543526,251.3836,237.9207,132.57222,198.18802,166.25888,203.60394,252.81552,123.657875,97.19569,84.07984,110.82434,135.30283,115.83189,50.43863,151.98169,39.94728,105.677734,69.157005,60.01252,186.4596,126.85747,83.95058,127.570114,94.05275,108.75132,221.45221,108.13373,89.57927,80.190796,98.673935,114.2922,88.21938,45.003277,82.02313,37.762764,84.78317,50.366066,48.954597,85.97168,71.18121,59.305054,92.94847,58.074684,63.52294,94.27901,19151,15770,14691,13105,11766,11587,10681,9770,9636,9579,8605,8546,7698,7654,7284,6404,5744,5666.0,4792.0,188129.0,0.10179717109004992,0.08382546018955078,0.07809003396605521,0.06965964843272436,0.06254219179392863,0.061590717008010464,0.056774872560849204,0.051932450605701404,0.051220173391662106,0.050917189800615534,0.04573989124483732,0.045426276650596134,0.04091873129607875,0.040684849225797196,0.03871811363479315,0.03404047222916191,0.03053224117493847,0.030117632050348432,0.025471883654301038,14.35835457404228,12.588021858007007,11.007707813415264,8.467063039191194,8.147473442690918,7.50902353119402,6.500156640709301,6.565797561460488,6.262101983405005,8.481381934470496,7.719984562188712,6.873591621573495,10.029080751186685,8.46213554412132,7.148084692950049,10.440161140281402,7.134169157492997,5.433494868202138,3.69869593090911,2.8636467903938256,2.555055316495596,13.020252143476018,7.892781608896022,4.259662147250025,2.4867032567227807,2.046106608125276,1.9342153198284155,7.186175688118259,5.380813239776962,4.316920758787853,5.109988380845058,3.163233887518671,2.3037383812702985,3.9313501543940594,2.7261453360194334,2.2238250666404435,10.286297980640942,7.629690269974326,3.517852072992468,9.679767807196127,5.161177040116091,2.8959967965598072,5.132946278776796,3.250408096146793,2.296179819889544,6.746413790962585,4.342546922888019,3.164009811778089,5.0762562216351546,2.8716412461661944,1.7731502580463403,6.132068548921219,3.2753322407496985,1.9131605336763604,6.439687511441617,5.640804928107841,2.401463973762684
Normal_10.png,85.91515,74.15118,61.698765,97.83012,108.70821,96.00641,48.947453,107.6412,133.37477,143.88968,121.36842,119.19899,159.01038,174.46031,191.93501,207.79793,228.67262,248.5619,252.52312,68.28909,62.646233,55.658756,72.92573,80.11366,79.40406,45.722504,88.270134,101.355965,110.44866,89.016426,96.837364,118.983215,128.40851,138.59747,150.48328,161.09273,178.5854,232.66986,75.32027,71.23899,65.366486,76.98471,81.86435,85.92918,55.829166,92.75091,100.93322,109.04655,89.189125,99.40532,115.38021,122.634155,129.32903,137.0138,142.65797,152.55736,180.77672,24314,16980,16047,15887,13232,10293,10238,10117,9838,8893,8645,7895,7325,7104,6340,6013,4368,2851.0,627.0,187007.0,0.13001652344564643,0.09079874015411188,0.0858096220997075,0.08495403915361457,0.07075670964188506,0.05504072040084061,0.05474661376312117,0.05409957916013839,0.05260765639788885,0.0475543696225275,0.04622821605608346,0.04221767099627287,0.039169656750816816,0.03798788280652596,0.03390247423893223,0.03215387659285481,0.023357414428336908,0.015245418620693342,0.0033528156700016578,11.170389114311229,8.878710071066859,9.79287965038742,6.732833724940777,5.6881990318009485,6.468410541851375,5.294347708668659,4.776056818899827,5.60907346164582,8.311063844882812,6.195335321725925,6.540162067569664,7.691835250659065,5.668578978968701,5.792452042971654,5.284261969498468,4.370456665151572,4.729603970653505,2.679707304079527,2.503152266770763,3.0564577877191765,5.823343620292288,4.775377101809023,5.0177851977198715,7.016534072307454,5.332099780596448,5.309860156892523,6.842583027587203,5.252316401952869,5.185639944761426,5.610645542145481,4.115070573668365,4.123054140353035,5.032303742908019,4.088247973498318,4.196661095039223,6.228382004416947,4.6605316906586385,4.5194032215371625,6.627377810670188,4.877967429240616,4.658611908217339,6.5070717320742,4.698797156256182,4.384574107921093,6.681508997470683,4.838620814408017,4.405524816718091,5.341201153753603,3.7627096560021815,3.332121326795254,3.7894302186549167,2.7226091825439687,2.3258008168678175,0.8466634737737091,0.7800991525450919,0.6061110195875021
Normal_100.png,111.93428,158.78795,126.902466,141.26268,99.85423,96.26984,113.31527,125.18764,63.091686,79.16036,143.78397,129.1538,154.81679,143.10991,163.02675,74.00848,45.975563,90.976295,183.85878,117.80959,150.99577,128.9928,140.27466,106.03686,64.65015,76.29679,89.02384,47.677933,55.797012,97.38076,102.36092,112.563484,122.61346,134.17876,69.05413,36.672115,87.52867,149.46513,136.46654,163.9555,146.55067,158.57188,125.6628,62.818813,72.793365,86.216225,51.82529,56.56713,89.96609,107.50103,109.43753,128.01752,136.55453,86.5853,43.95727,103.59779,150.23778,15703,15619,12641,12277,12156,11822,11092,10739,10383,10040,8286,8251,7860,7598,7289,7075,6670,6539.0,5665.0,187705.0,0.08365786739831119,0.08321035667670014,0.0673450360938707,0.06540582296688953,0.06476119442742602,0.06298180655816307,0.059092725287019525,0.05721211475453504,0.055315521696278735,0.05348818624970033,0.04414373618177459,0.04395727338110333,0.04187421752217575,0.04047841027143656,0.03883221011693881,0.03769212327854879,0.03553448229935271,0.03483657867398311,0.030180336165792066,9.364183153565437,9.855699058469408,11.41649970762633,13.212801955462028,12.564411878372978,13.64279563410671,8.5462511531712,8.687024771849444,9.869460160730934,9.239401839908366,9.17477957870062,10.37152431080685,6.466679203430916,6.867073706933753,8.138073023094751,6.06324844026531,4.0717832412562265,3.9564423285794197,6.696108120934445,4.508585251751419,4.301558320662742,7.162249625529421,5.093242149969367,4.932612558402813,3.4899495257878055,2.6373297372952242,2.8667429534109377,4.234144079273328,2.9844809700327644,3.025673185051011,6.347161638848193,4.298750578620708,3.9714393422657888,5.677248894808343,4.499506943981247,4.72545216446019,6.482831940545004,4.71350781406995,4.582610936309634,5.792861650888362,4.963197938680376,5.181945696491835,6.330689010681654,5.210457801550305,5.302714201379825,2.7895367518180127,2.6027967808529344,3.2635838017101304,1.6337178296262753,1.3031246213473269,1.5619988327428678,3.169302858234996,3.0491993986841055,3.608992561785781,5.548919787432407,4.510907868463812,4.534226705202312
Normal_101.png,35.945606,57.09326,101.70719,85.03524,80.99763,119.37206,106.12959,138.05113,128.20833,65.833046,163.21739,165.73892,136.33649,249.66014,198.3736,233.5181,157.06192,197.17075,253.0042,31.42553,45.68166,110.63077,94.62284,60.196617,128.19261,76.138824,146.98724,103.60235,72.14927,166.54372,105.28042,89.38392,162.86847,119.76678,135.61343,120.88837,147.5513,202.664,35.866302,48.58119,117.495544,102.42475,59.208324,133.50035,70.65619,149.91222,101.405975,81.53258,164.73373,87.20527,77.0603,119.27605,95.218124,102.93562,114.80403,132.41844,142.27383,19028,16234,14576,13196,13071,12995,10942,9956,9365,9272,8841,8423,7611,7488,7358,6493,6154,4328.0,2622.0,187953.0,0.10123807547631589,0.08637265699403575,0.07755130271929685,0.07020904162210766,0.06954398174011588,0.06913962533186488,0.05821668183003197,0.05297068948088086,0.049826286358823746,0.04933148180662187,0.04703835533351423,0.044814395088133736,0.04049416609471517,0.039839747170835264,0.03914808489356382,0.03454587051018074,0.03274222811021905,0.023027033354083203,0.013950296084659463,3.639063973269913,3.181460178023229,3.631035388932339,4.931296562651301,3.9456463500981633,4.196086460232079,7.88752508041904,8.579560334338904,9.111932500912461,5.970242704505914,6.643378911962033,7.191143535883971,5.632897701712662,4.1863124334647495,4.117582603118865,8.253339503492894,8.863189025713876,9.230164180672828,6.178512573781743,4.432549691720802,4.113368932552286,7.312663539714716,7.786015447691711,7.940953655009497,6.388144964166573,5.162120358547083,5.052683148845722,3.2476417110235003,3.559230400366049,4.022122986916942,7.677477587428771,7.8339426799253005,7.748803727155193,7.42748944236059,4.718078336924657,3.9080514235473762,5.520832470830474,3.6195273026767336,3.1204925875085796,9.946396856235337,6.488638666900768,4.751927675535906,7.7659465334418725,4.688640070868781,3.7276072017578867,8.067086044383437,4.68488399222146,3.5560005994051704,5.142557212068975,3.9581545864125607,3.7589397382324305,4.5402574366996005,3.3976687065383366,3.0492038345756654,3.5294835006623995,2.827222805701425,1.984762053598506
Normal_102.png,89.58166,100.43578,136.2479,124.53743,112.96741,150.03055,72.28141,162.45407,141.29164,153.40645,121.94787,60.893913,168.11633,88.24946,104.54574,122.73399,84.77356,135.88924,103.66525,95.89774,104.72906,134.24782,124.60843,114.73425,143.51854,67.22227,152.52861,118.94287,132.20297,94.85427,57.567608,146.8483,72.46141,82.884705,105.45613,81.67258,106.131775,93.29168,101.70151,108.58678,132.44957,124.353516,116.04315,137.83049,68.10369,143.70624,105.68246,116.7659,81.76335,59.824856,127.380615,67.83383,74.100845,97.31892,83.84476,90.34705,90.47556,21026,17199,14260,13691,13163,12701,10483,9351,8613,8193,7864,7588,7178,7011,6505,6406,6377,5904.0,4481.0,187994.0,0.11184399502111769,0.09148696234986223,0.07585348468568145,0.07282679234443652,0.07001819206995968,0.06756066682979243,0.05576241794950903,0.049740949179229124,0.045815291977403534,0.043581178122706045,0.041831122269859675,0.04036299030820133,0.03818206964052044,0.03729374341734311,0.034602168154302795,0.03407555560283839,0.033921295360490225,0.03140525761460472,0.02383586710214156,10.019170735023458,10.72558635509644,11.374703178080152,9.188564423439045,9.581343569156463,9.934274653552773,10.334877996106258,10.18316495845612,10.046761429620094,9.069661553719799,9.074832255976254,9.056267687032564,7.909773811025884,8.033484753502773,8.125131565103143,10.136164002840516,9.696208264838239,9.311919813877038,4.030586194399821,3.748476315254742,3.7976264256837986,8.080619639828932,7.586917838388459,7.148084780578104,6.473317740566189,5.449402317680351,4.84187276179027,6.685633822621999,5.761561183920763,5.088795486558082,5.101216260518952,3.9678605661882824,3.420252691043331,2.4578604202474548,2.3236008037703333,2.41471008291754,6.419029419768716,5.606972017192038,4.863655512782323,3.291152717959084,2.7023572321989002,2.5297774510356716,3.61750927529602,2.8679904998297814,2.5640498990659277,4.182228900603211,3.5934762214751537,3.3161962696681813,2.8756289675202398,2.7704397090332664,2.8441228683894164,4.267636589252849,3.3330957349702652,2.8373723799695734,2.4709511221102805,2.2236880862155175,2.1565634241518348
Normal_103.png,194.38026,94.8144,108.58045,202.4037,124.45919,186.7114,140.62094,178.57079,164.669,84.87263,155.70209,149.71132,79.209595,104.738106,129.8698,176.52339,214.62044,220.92569,,146.04523,96.982475,106.466576,156.76698,115.72861,131.04315,126.64002,143.2591,127.79564,82.9395,140.25903,107.760994,64.560165,77.37008,91.53727,114.20266,172.80742,193.99266,,117.84686,87.20005,93.71855,124.389435,99.848564,108.78047,107.80198,118.11068,106.397255,77.93269,120.01898,92.738625,57.74627,68.25326,80.39948,97.577835,135.65416,161.72018,,18708,15921,15438,13386,13121,11885,11423,10815,9689,9107,8744,8134,8044,6369,6198,5640,5011,1090.0,,178723.0,0.10467595105274644,0.08908198720925678,0.08637948109644533,0.07489802655506006,0.07341528510600202,0.06649955517756528,0.06391454933052824,0.0605126368738215,0.05421238452801262,0.050955948590836096,0.04892487256816414,0.04551176960995507,0.045008197042350456,0.035636152034153414,0.03467936415570464,0.03155721423655601,0.028037801514074853,0.006098823318767031,,20.346938581380126,15.287423346967095,12.335732149079863,8.446255168053357,8.639391597472065,7.767953738746552,9.379122928218527,9.196527588995261,8.095359718111267,15.15963769744241,11.74153743099657,9.316523205798918,9.137206917912076,8.496248898071316,7.33041079348489,12.416225046580463,8.714311184066965,7.233852867006485,8.987724006535252,8.094139805509084,6.89011496863862,10.805789371541435,8.668985897170481,7.147188689760132,8.927099147843311,6.928106376683472,5.768048900785014,4.324765371049053,4.226260898149651,3.971134145185566,7.6177049118468245,6.8621551692843115,5.87191330226104,6.81362710384226,4.9043935318677505,4.22069893494402,3.5650810594047773,2.9057366274066574,2.599055498620771,3.732463069185276,2.7571719337746123,2.4322835501866016,4.5038020870285305,3.174454320149058,2.788202844849292,5.570586435993129,3.6039178080045655,3.0792846438343133,6.017485297583411,4.845140142119369,3.803444412638552,1.3473867498866963,1.1831269584776443,0.9863028048992016,,,
Normal_104.png,115.16575,88.29823,102.588005,47.01129,62.709446,77.04701,141.51576,120.93756,130.71162,147.62183,131.54106,162.04648,193.6699,182.29439,143.21637,178.54185,163.28369,204.47343,219.58548,110.56786,95.25048,102.89887,59.813236,70.93094,83.90153,124.56957,122.63804,115.35132,136.10228,138.6937,144.52782,159.37976,140.82013,149.92044,149.77945,129.96658,175.11983,196.89679,117.05662,102.79396,109.44966,70.90424,82.24553,93.3325,129.55363,128.91467,121.8521,142.05214,144.34679,150.65114,153.2565,139.68243,155.27248,151.81624,131.9224,164.34242,185.39307,18492,16041,15476,13900,13192,12785,11040,10794,9567,8496,8426,8198,7489,6427,6096,5926,5566,5099.0,1211.0,184221.0,0.10037943556923477,0.08707476346344879,0.08400779498537084,0.07545285282351089,0.07160964276602559,0.06940033980925085,0.059928021235364046,0.058592668588271696,0.05193219014118911,0.04611852068982364,0.04573854229430955,0.04450089837749225,0.04065226005721389,0.034887444970985934,0.033090689986483623,0.03216788531166371,0.030213710706162706,0.027678711981804462,0.006573626242393647,11.5602729819076,11.09873937889817,11.750077445242399,7.688547491491199,8.29391301577996,8.950759752471216,8.618192091998198,8.644307175186325,9.194624598498542,3.5471359454133893,4.513079292805923,5.349927185282893,4.490601026115373,5.079339274458396,5.889573022402441,5.347088675286749,5.822794692516054,6.4773072152469044,8.480759470418683,7.465207836240168,7.763892689758497,7.086054372954224,7.185690034035208,7.553454535476412,6.788140703502858,5.990446683277151,6.32804642630319,6.808100421124627,6.27683581611217,6.551234557623724,6.016496336248309,6.343647663404281,6.6022117594628185,7.211213938910331,6.431617830540492,6.704111071593358,7.873119140054609,6.4791474513763365,6.2302230934584,6.359785499644448,4.912854536182086,4.873163090038595,4.739128500659534,4.9609708026772195,5.138073499112479,5.743313754132266,4.818088169644069,4.883607396768012,4.9334061726947525,3.926772649589352,3.985865229262679,5.659561176901656,4.847091336872561,4.548786509572741,1.4434728737766052,1.294325905787071,1.2187047501099222
Normal_105.png,74.155304,122.70491,189.25735,158.33867,165.62883,175.44868,89.601555,195.87624,179.53333,137.70544,158.07924,107.54188,129.35388,126.230385,144.43346,145.90205,97.564995,111.96189,32.220387,54.86949,116.939804,121.09966,101.794014,112.90601,123.681015,62.768883,134.95569,108.86139,117.43824,119.40976,70.35711,107.97648,80.08356,90.30658,108.619255,78.61068,94.0954,28.443527,53.001926,108.64377,87.06654,76.375755,83.433556,93.435646,56.88046,95.51052,80.14737,105.40756,98.28129,60.347935,98.11942,66.94307,71.98387,93.85709,80.53432,94.24017,29.556475,16612,13887,13736,13695,12905,12430,12180,11263,10382,9974,9364,8286,8206,7887,7874,5962,4531,4172.0,363.0,183709.0,0.09042561877752314,0.07559237707461257,0.07477042496557054,0.07454724591609556,0.07024696667011415,0.0676613557310747,0.06630050786842234,0.06130891790821354,0.05651329004022666,0.05429238632837803,0.05097191754350631,0.04510394155974939,0.04466847024370064,0.04293202837095624,0.04286126428209832,0.03245349982853317,0.024664006662711135,0.022709829131942364,0.0019759510965712077,6.705539249835337,4.961607585257118,4.792731954950492,9.275555825626398,8.839757758999287,8.212640828647482,14.150852487357723,9.054673041386105,6.510002196081847,11.803711770517502,7.588463394444474,5.693602190012465,11.634922900620003,7.931304721325575,5.860954227501102,11.871095550027489,8.368425153095385,6.321982481968766,5.940628602300378,4.161608821233582,3.7712033857894824,12.008960318329532,8.273987319456316,5.855646630050787,10.146019150177727,6.15211530725223,4.529391566771361,7.476356947999282,6.376002295804778,5.7228279694516875,8.057601986620144,6.086544440609878,5.009585809949431,4.850562670745582,3.1733829777528593,2.7219297334915544,5.778039939687223,4.823144183899537,4.382844392599165,5.419326470096729,3.4381496699671765,2.8740017804789098,6.1906007002378765,3.8706541917924544,3.0853196761182087,4.735032154657638,3.5250749735179006,3.045991054221622,2.4063436867273786,1.938854335280253,1.9862990050569105,2.5426353911893265,2.1368904561017694,2.140178158065201,0.06366590902459869,0.056203018366002756,0.05840214918702948
Normal_106.png,126.61197,131.38013,193.10934,143.35005,182.87192,204.25851,212.97469,217.70818,220.85086,145.78754,165.33508,167.87173,104.25549,136.09235,120.25408,152.98114,121.98149,76.00816,,132.31511,124.06365,127.7679,118.900955,116.39498,142.33636,160.26248,179.46127,195.53654,105.78445,118.21256,107.44257,77.70563,90.399315,83.50294,98.231575,106.45889,60.61189,,127.7451,118.23199,94.62752,108.0605,89.15333,100.02798,109.22359,120.73026,136.39221,93.52446,102.29246,83.130936,64.28366,72.10278,66.85235,73.91812,106.713715,45.01282,,23570,18915,14119,13701,11922,11330,10904,10640,10219,10016,9362,9020,6818,6421,6116,5618,3783,858.0,,183332.0,0.12856457137870095,0.10317347762529182,0.07701328736936269,0.07473327078742391,0.06502956385137347,0.06180044945781424,0.059476796194881415,0.05803678572207798,0.055740405384766434,0.05463312460454258,0.05106582593327951,0.04920035782078415,0.03718936137717365,0.03502389108284424,0.03336024261994633,0.030643859228067113,0.020634695525058363,0.0046800340366111755,,16.277813654462943,17.011035404075667,16.42349402722929,13.554944902962932,12.800078217387036,12.198405574858725,14.871985095127966,9.839825999279995,7.287576390810116,10.713018104040758,8.885857266898304,8.075714607924422,11.892081198263261,7.569114783889338,5.79760216579757,12.623267723583444,8.796451022189252,6.181774122357253,12.66705223179805,9.53189886064626,6.496269202103288,12.635082992603582,10.415355272401982,7.006796229790763,12.310316465974298,10.899286007134597,7.602557076724194,7.964828838609736,5.779335038073005,5.109533476752559,8.442972415944842,6.03662201208736,5.223648956646957,8.259349183994066,5.2862128891846485,4.090071797176707,3.8771950931643135,2.8898227551109463,2.3906682623873627,4.766483643608318,3.1661357625237274,2.52531991349028,4.011705284838436,2.785678337878821,2.230210615713569,4.687932518709228,3.010194556051317,2.265136463683372,2.517050905842951,2.1967467810856802,2.202005017372853,0.3557207758601881,0.28366570822333254,0.21066152968385224,,,
Normal_107.png,96.19478,192.77121,174.17268,189.43294,179.63672,109.51995,123.026535,195.96664,164.79872,83.064766,162.31894,182.90135,152.22972,148.99976,135.34593,140.35959,170.35019,155.7346,38.78228,88.59576,147.59277,138.92877,138.00227,145.48439,94.22917,101.19446,155.38863,140.57756,83.46995,132.45586,128.7284,133.86433,124.19639,114.618484,103.51777,119.98917,111.890335,38.911392,97.73909,139.71089,131.57837,132.81453,137.58423,101.50695,105.889275,146.20847,136.83414,92.72673,125.32351,125.66043,133.59901,119.69558,113.23036,108.31974,119.2691,114.06273,44.33924,13472,13427,13099,12757,12591,12157,11190,11124,10617,10067,8757,8181,8175,8025,7727,7403,7016,6839.0,395.0,183019.0,0.07360984378671066,0.07336396767548724,0.07157180402034762,0.06970314557504959,0.06879613592031428,0.06642479742540391,0.06114119299089166,0.060780574694430635,0.058010370507980046,0.05500521803747152,0.047847491244078486,0.04470027702041864,0.04466749353892219,0.04384790650151077,0.042219660253853424,0.04044935225304477,0.03833481769652331,0.03736770499237784,0.0021582458651833963,7.080882728896999,6.521520053764909,7.194559146755255,14.142460819204562,10.827991207415623,10.249745217873553,12.465852918658719,9.943382699227948,9.417301310956786,13.204071793529634,9.6191923154973,9.25759051907179,12.358312205399438,10.00876386872401,9.465263387571781,7.274840492790365,6.259153528813948,6.742578591020604,7.521989119435687,6.187150008469066,6.474196598440599,11.9109650001366,9.444610232380246,8.88663483179342,9.56003480644086,8.154956340707797,7.937799159540812,4.5689955650615515,4.591282799326846,5.100454001551752,7.766554060398101,6.337680601576886,5.996415547402182,8.175741012408547,5.754195140395259,5.617056031504926,6.799720034531933,5.9793840953671475,5.9675329159814,6.533327545227545,5.445751696545167,5.248400600484103,5.714259181341828,4.839153453291734,4.780547329621514,5.677454498002939,4.18722674317967,4.3814633192182235,6.530343478218108,4.599762957507144,4.572159205328409,5.819444589905967,4.181085029778329,4.262262445265246,0.08370169545238473,0.08398035089253028,0.09569498139537425
