FileName,R,G,B,Count
Stage_2_ROP_1.png,169.49084,158.5847,141.00597,63496
Stage_2_ROP_1.png,150.58812,148.09752,132.32158,39052
Stage_2_ROP_1.png,159.69612,140.11562,119.67144,38985
Stage_2_ROP_1.png,126.659256,129.45432,115.84146,37265
Stage_2_ROP_100.png,130.50633,101.94938,98.54458,73477
Stage_2_ROP_100.png,87.93172,75.63407,82.213036,40740
Stage_2_ROP_100.png,195.47385,133.51143,104.673546,38416
Stage_2_ROP_100.png,135.69183,127.91446,135.658,34439
Stage_2_ROP_101.png,104.88641,105.27485,112.96601,95264
Stage_2_ROP_101.png,77.88581,68.35784,75.596016,53666
Stage_2_ROP_101.png,159.07635,109.03684,95.10597,30348
Stage_2_ROP_101.png,236.81416,159.59505,113.98068,7507
Stage_2_ROP_102.png,157.44266,159.83253,146.39691,67022
Stage_2_ROP_102.png,140.44397,118.18787,98.21769,61225
Stage_2_ROP_102.png,89.46636,75.572845,64.64321,43404
Stage_2_ROP_102.png,227.58932,149.23529,82.669846,15538
Stage_2_ROP_103.png,95.588684,70.648705,70.789604,51987
Stage_2_ROP_103.png,175.277,173.33725,184.68701,48916
Stage_2_ROP_103.png,122.98782,129.02129,141.98027,43934
Stage_2_ROP_103.png,190.24074,121.234085,110.02546,42070
Stage_2_ROP_104.png,149.94786,145.93892,120.80051,50016
Stage_2_ROP_104.png,127.35419,127.53749,100.59236,47528
Stage_2_ROP_104.png,107.37494,89.765274,61.750282,40025
Stage_2_ROP_104.png,157.42921,118.28572,81.448006,39948
Stage_2_ROP_105.png,102.98079,108.74368,110.909096,73908
Stage_2_ROP_105.png,112.7124,124.145706,127.470375,63531
Stage_2_ROP_105.png,93.34316,91.32297,93.04941,24711
Stage_2_ROP_105.png,73.88345,73.07533,76.86518,22222
Stage_2_ROP_106.png,193.138,152.4776,107.312126,64420
Stage_2_ROP_106.png,173.52097,139.6808,99.30029,52148
Stage_2_ROP_106.png,141.88046,133.89044,95.95567,39569
Stage_2_ROP_106.png,128.44453,111.82517,82.07814,23292
Stage_2_ROP_107.png,197.3964,188.53738,188.50151,67920
Stage_2_ROP_107.png,145.7221,150.9591,158.81703,42729
Stage_2_ROP_107.png,176.7052,133.2703,120.19284,40278
Stage_2_ROP_107.png,107.65518,88.1793,87.34393,36286
